id,postcode,"woonplaats","alternatieve_schrijfwijzen","gemeente","provincie","netnummer",latitude,longitude,"soort"
680,2287,"Rijswijk","Rijswijk Zh","Rijswijk","Zuid-Holland","070",52.028349,4.3273982,"Adres"
681,2288,"Rijswijk","Rijswijk Zh","Rijswijk","Zuid-Holland","070",52.0346479,4.3365072,"Adres"
682,2289,"Rijswijk","Rijswijk Zh","Rijswijk","Zuid-Holland","070",52.0355505,4.3480274,"Adres"
683,2290,"Wateringen","","Westland","Zuid-Holland","0174",52.0216313,4.2354561,"Postbus"
684,2291,"Wateringen","","Westland","Zuid-Holland","0174",52.0209416,4.275913,"Adres"
685,2292,"Wateringen","","Westland","Zuid-Holland","0174",52.0192123,4.2870064,"Adres"
686,2295,"Kwintsheul","","Westland","Zuid-Holland","0174",52.0151806,4.2561308,"Adres"
687,2300,"Leiden","","Leiden","Zuid-Holland","071",52.1581881,4.4912006,"Postbus"
688,2301,"Leiden","","Leiden","Zuid-Holland","071",52.1581881,4.4912006,"Postbus"
689,2302,"Leiden","","Leiden","Zuid-Holland","071",52.1581881,4.4912006,"Postbus"
690,2303,"Leiden","","Leiden","Zuid-Holland","071",52.1581881,4.4912006,"Postbus"
691,2311,"Leiden","","Leiden","Zuid-Holland","071",52.1577953,4.4882196,"Adres"
692,2312,"Leiden","","Leiden","Zuid-Holland","071",52.1629565,4.4923299,"Adres"
693,2313,"Leiden","","Leiden","Zuid-Holland","071",52.1493732,4.4999459,"Adres"
694,2314,"Leiden","","Leiden","Zuid-Holland","071",52.1500105,4.5180546,"Adres"
695,2315,"Leiden","","Leiden","Zuid-Holland","071",52.162336,4.5086017,"Adres"
696,2316,"Leiden","","Leiden","Zuid-Holland","071",52.1681179,4.4964418,"Adres"
697,2317,"Leiden","","Leiden","Zuid-Holland","071",52.1769334,4.5093401,"Adres"
698,2318,"Leiden","","Leiden","Zuid-Holland","071",52.1812088,4.5018441,"Adres"
699,2321,"Leiden","","Leiden","Zuid-Holland","071",52.1473501,4.4832557,"Adres"
700,2322,"Leiden","","Leiden","Zuid-Holland","071",52.1401887,4.4968184,"Adres"
701,2323,"Leiden","","Leiden","Zuid-Holland","071",52.1301173,4.482103,"Adres"
702,2324,"Leiden","","Leiden","Zuid-Holland","071",52.1450782,4.4730743,"Adres"
703,2331,"Leiden","","Leiden","Zuid-Holland","071",52.1527279,4.4465059,"Adres"
704,2332,"Leiden","","Leiden","Zuid-Holland","071",52.158782,4.4621988,"Adres"
705,2333,"Leiden","","Leiden","Zuid-Holland","071",52.1676004,4.4750756,"Adres"
706,2334,"Leiden","","Leiden","Zuid-Holland","071",52.1740226,4.481025,"Adres"
707,2340,"Oegstgeest","","Oegstgeest","Zuid-Holland","071",52.1783182,4.462724,"Postbus"
708,2341,"Oegstgeest","","Oegstgeest","Zuid-Holland","071",52.1823226,4.4725422,"Adres"
709,2342,"Oegstgeest","","Oegstgeest","Zuid-Holland","071",52.1733791,4.4629141,"Adres"
710,2343,"Oegstgeest","","Oegstgeest","Zuid-Holland","071",52.1940338,4.4793487,"Adres"
711,2350,"Leiderdorp","","Leiderdorp","Zuid-Holland","071",52.0851211,4.3936825,"Adres + Postbus"
712,2351,"Leiderdorp","","Leiderdorp","Zuid-Holland","071",52.1487599,4.5506014,"Adres"
713,2352,"Leiderdorp","","Leiderdorp","Zuid-Holland","071",52.1617132,4.5248774,"Adres"
714,2353,"Leiderdorp","","Leiderdorp","Zuid-Holland","071",52.1706496,4.5345305,"Adres"
715,2355,"Hoogmade","","Kaag en Braassem","Zuid-Holland","071",52.1688532,4.5828795,"Adres"
716,2360,"Warmond","","Teylingen","Zuid-Holland","071",52.2071287,4.5149711,"Postbus"
717,2361,"Warmond","","Teylingen","Zuid-Holland","071",52.2058881,4.5173376,"Adres"
718,2362,"Warmond","","Teylingen","Zuid-Holland","071",52.1917941,4.5379939,"Adres"
719,2370,"Roelofarendsveen","","Kaag en Braassem","Zuid-Holland","071",52.1831065,4.5910855,"Postbus"
720,2371,"Roelofarendsveen","","Kaag en Braassem","Zuid-Holland","071",52.2018801,4.6312247,"Adres"
721,2374,"Oud-Ade","OUD ADE","Kaag en Braassem","Zuid-Holland","071",52.1916423,4.5664685,"Adres"
722,2375,"Rijpwetering","RYPWETERING","Kaag en Braassem","Zuid-Holland","071",52.193109,4.5823688,"Adres"
723,2376,"Nieuwe Wetering","","Kaag en Braassem","Zuid-Holland","071",52.204891,4.6158037,"Adres"
724,2377,"Oude Wetering","","Kaag en Braassem","Zuid-Holland","071",52.214167,4.644444,"Adres"
725,2380,"Zoeterwoude","","Zoeterwoude","Zuid-Holland","071",52.1155235,4.4857634,"Postbus"
726,2381,"Zoeterwoude","","Zoeterwoude","Zuid-Holland","071",52.110268,4.5148484,"Adres"
727,2382,"Zoeterwoude","","Zoeterwoude","Zuid-Holland","071",52.1336619,4.52848,"Adres"
728,2390,"Hazerswoude Dorp","","Rijnwoude","Zuid-Holland","0172",52.0751101,4.5445181,"Postbus"
729,2391,"Hazerswoude Dorp","","Rijnwoude","Zuid-Holland","0172",52.0968416,4.5845985,"Adres"
730,2394,"Hazerswoude Rijndijk","HAZERSWOUDE RYNDYK","Rijnwoude","Zuid-Holland","071",52.129167,4.593056,"Adres + Postbus"
731,2396,"Koudekerk aan den Rijn","KOUDEKERK AD RYN","Rijnwoude","Zuid-Holland","071",52.1322767,4.5983776,"Adres + Postbus"
732,2400,"Alphen aan den Rijn","ALPHEN AAN DEN RYN;Alphen a/d Rijn","Alphen aan den Rijn","Zuid-Holland","0172",52.1194105,4.6437515,"Postbus"
733,2401,"Alphen aan den Rijn","ALPHEN AAN DEN RYN;Alphen a/d Rijn","Alphen aan den Rijn","Zuid-Holland","0172",52.1479765,4.6389962,"Adres"
734,2402,"Alphen aan den Rijn","ALPHEN AAN DEN RYN;Alphen a/d Rijn","Alphen aan den Rijn","Zuid-Holland","0172",52.1597673,4.6770935,"Adres"
735,2403,"Alphen aan den Rijn","ALPHEN AAN DEN RYN;Alphen a/d Rijn","Alphen aan den Rijn","Zuid-Holland","0172",52.1434023,4.6874644,"Adres"
736,2404,"Alphen aan den Rijn","ALPHEN AAN DEN RYN;Alphen a/d Rijn","Alphen aan den Rijn","Zuid-Holland","0172",52.1346432,4.6400437,"Adres"
737,2405,"Alphen aan den Rijn","ALPHEN AAN DEN RYN;Alphen a/d Rijn","Alphen aan den Rijn","Zuid-Holland","0172",52.1272069,4.6601165,"Adres"
738,2406,"Alphen aan den Rijn","ALPHEN AAN DEN RYN;Alphen a/d Rijn","Alphen aan den Rijn","Zuid-Holland","0172",52.1333569,4.6726362,"Adres"
739,2407,"Alphen aan den Rijn","ALPHEN AAN DEN RYN;Alphen a/d Rijn","Alphen aan den Rijn","Zuid-Holland","0172",52.1137109,4.698847,"Adres"
740,2408,"Alphen aan den Rijn","ALPHEN AAN DEN RYN;Alphen a/d Rijn","Alphen aan den Rijn","Zuid-Holland","0172",52.1182876,4.6504189,"Adres"
741,2409,"Alphen aan den Rijn","ALPHEN AAN DEN RYN;Alphen a/d Rijn","Alphen aan den Rijn","Zuid-Holland","0172",52.1024489,4.6477615,"Adres"
742,2410,"Bodegraven","","Bodegraven","Zuid-Holland","0172",52.0661976,4.7407101,"Postbus"
743,2411,"Bodegraven","","Bodegraven","Zuid-Holland","0172",52.0823259,4.7460844,"Adres"
744,2415,"Nieuwerbrug","","Bodegraven","Zuid-Holland","0348",52.0778881,4.8127843,"Adres"
745,2420,"Nieuwkoop","","Nieuwkoop","Zuid-Holland","0172",52.1550943,4.788442,"Postbus"
746,2421,"Nieuwkoop","","Nieuwkoop","Zuid-Holland","0172",52.1500559,4.777359,"Adres"
747,2430,"Noorden","","Nieuwkoop","Zuid-Holland","0172",51.8725637,4.604099,"Postbus"
748,2431,"Noorden","","Nieuwkoop","Zuid-Holland","0172",52.1617711,4.8254662,"Adres"
749,2432,"Noorden","","Nieuwkoop","Zuid-Holland","0172",52.1725145,4.8553571,"Adres"
750,2435,"Zevenhoven","","Nieuwkoop","Zuid-Holland","0172",52.1802606,4.7817564,"Adres"
751,2440,"Nieuwveen","","Nieuwkoop","Zuid-Holland","0172",52.1888804,4.7612193,"Postbus"
752,2441,"Nieuwveen","","Nieuwkoop","Zuid-Holland","0172",52.1982849,4.7566311,"Adres"
753,2445,"Aarlanderveen","","Alphen aan den Rijn","Zuid-Holland","0172",52.1409426,4.728984,"Adres"
754,2450,"Leimuiden","","Kaag en Braassem","Zuid-Holland","0172",52.350925,4.8504867,"Adres + Postbus"
755,2451,"Leimuiden","","Kaag en Braassem","Zuid-Holland","0172",52.2240539,4.6668746,"Adres"
756,2460,"Ter Aar","","Nieuwkoop","Zuid-Holland","0172",52.16461,4.70899,"Postbus"
757,2461,"Ter Aar","","Nieuwkoop","Zuid-Holland","0172",52.164925,4.7087085,"Adres"
758,2465,"Rijnsaterwoude","RYNSATERWOUDE","Kaag en Braassem","Zuid-Holland","0172",52.198906,4.6716523,"Adres"
759,2470,"Zwammerdam","","Alphen aan den Rijn","Zuid-Holland","0172",52.073556,4.6594665,"Postbus"
760,2471,"Zwammerdam","","Alphen aan den Rijn","Zuid-Holland","0172",52.1055397,4.7292718,"Adres"
761,2480,"Woubrugge","","Kaag en Braassem","Zuid-Holland","0172",52.1831065,4.5910855,"Postbus"
762,2481,"Woubrugge","","Kaag en Braassem","Zuid-Holland","0172",52.1687819,4.6375651,"Adres"
763,2490,"Den Haag","S GRAVENHAGE;'s-Gravenhage","Den Haag","Zuid-Holland","070",52.0869351,4.3155204,"Postbus"
764,2491,"Den Haag","S GRAVENHAGE;'s-Gravenhage","Den Haag","Zuid-Holland","070",52.0699178,4.3876135,"Adres"
765,2492,"Den Haag","S GRAVENHAGE;'s-Gravenhage","Den Haag","Zuid-Holland","070",52.0636724,4.4126867,"Adres"
766,2493,"Den Haag","S GRAVENHAGE;'s-Gravenhage","Den Haag","Zuid-Holland","070",52.0573774,4.4035413,"Adres"
767,2495,"Den Haag","S GRAVENHAGE;'s-Gravenhage","Den Haag","Zuid-Holland","070",52.0563021,4.3610449,"Adres"
768,2496,"Den Haag","S GRAVENHAGE;'s-Gravenhage","Den Haag","Zuid-Holland","070",52.0492854,4.3713307,"Adres"
769,2497,"Den Haag","S GRAVENHAGE;'s-Gravenhage","Den Haag","Zuid-Holland","070",52.0389706,4.3631992,"Adres"
770,2498,"Den Haag","S GRAVENHAGE;'s-Gravenhage","Den Haag","Zuid-Holland","070",52.0315953,4.3831807,"Adres"
771,2500,"Den Haag","S GRAVENHAGE;'s-Gravenhage","Den Haag","Zuid-Holland","070",52.0869351,4.3155204,"Postbus"
772,2501,"Den Haag","S GRAVENHAGE;'s-Gravenhage","Den Haag","Zuid-Holland","070",52.0869351,4.3155204,"Postbus"
773,2502,"Den Haag","S GRAVENHAGE;'s-Gravenhage","Den Haag","Zuid-Holland","070",52.0869351,4.3155204,"Postbus"
774,2503,"Den Haag","S GRAVENHAGE;'s-Gravenhage","Den Haag","Zuid-Holland","070",52.0869351,4.3155204,"Postbus"
775,2504,"Den Haag","S GRAVENHAGE;'s-Gravenhage","Den Haag","Zuid-Holland","070",52.0869351,4.3155204,"Postbus"
776,2505,"Den Haag","S GRAVENHAGE;'s-Gravenhage","Den Haag","Zuid-Holland","070",52.0869351,4.3155204,"Postbus"
777,2506,"Den Haag","S GRAVENHAGE;'s-Gravenhage","Den Haag","Zuid-Holland","070",52.0869351,4.3155204,"Postbus"
778,2507,"Den Haag","S GRAVENHAGE;'s-Gravenhage","Den Haag","Zuid-Holland","070",52.0869351,4.3155204,"Postbus"
779,2508,"Den Haag","S GRAVENHAGE;'s-Gravenhage","Den Haag","Zuid-Holland","070",52.0869351,4.3155204,"Postbus"
780,2509,"Den Haag","S GRAVENHAGE;'s-Gravenhage","Den Haag","Zuid-Holland","070",52.0869351,4.3155204,"Postbus"
781,2511,"Den Haag","S GRAVENHAGE;'s-Gravenhage","Den Haag","Zuid-Holland","070",52.0790863,4.3190482,"Adres"
782,2512,"Den Haag","S GRAVENHAGE;'s-Gravenhage","Den Haag","Zuid-Holland","070",52.0742791,4.3052854,"Adres"
783,2513,"Den Haag","S GRAVENHAGE;'s-Gravenhage","Den Haag","Zuid-Holland","070",52.0797955,4.299635,"Adres"
784,2514,"Den Haag","S GRAVENHAGE;'s-Gravenhage","Den Haag","Zuid-Holland","070",52.084722,4.3101618,"Adres"
785,2515,"Den Haag","S GRAVENHAGE;'s-Gravenhage","Den Haag","Zuid-Holland","070",52.0711662,4.3178146,"Adres"
786,2516,"Den Haag","S GRAVENHAGE;'s-Gravenhage","Den Haag","Zuid-Holland","070",52.0663158,4.3414621,"Adres"
787,2517,"Den Haag","S GRAVENHAGE;'s-Gravenhage","Den Haag","Zuid-Holland","070",52.0895671,4.2865074,"Adres"
788,2518,"Den Haag","S GRAVENHAGE;'s-Gravenhage","Den Haag","Zuid-Holland","070",52.0801488,4.2899304,"Adres"
789,2521,"Den Haag","S GRAVENHAGE;'s-Gravenhage","Den Haag","Zuid-Holland","070",52.0631285,4.3198159,"Adres"
790,2522,"Den Haag","S GRAVENHAGE;'s-Gravenhage","Den Haag","Zuid-Holland","070",52.0601333,4.3291074,"Adres"
791,2523,"Den Haag","S GRAVENHAGE;'s-Gravenhage","Den Haag","Zuid-Holland","070",52.0572194,4.3180824,"Adres"
792,2524,"Den Haag","S GRAVENHAGE;'s-Gravenhage","Den Haag","Zuid-Holland","070",52.0526894,4.3149385,"Adres"
793,2525,"Den Haag","S GRAVENHAGE;'s-Gravenhage","Den Haag","Zuid-Holland","070",52.06108,4.3032365,"Adres"
794,2526,"Den Haag","S GRAVENHAGE;'s-Gravenhage","Den Haag","Zuid-Holland","070",52.0688811,4.3076999,"Adres"
795,2531,"Den Haag","S GRAVENHAGE;'s-Gravenhage","Den Haag","Zuid-Holland","070",52.0504046,4.3048307,"Adres"
796,2532,"Den Haag","S GRAVENHAGE;'s-Gravenhage","Den Haag","Zuid-Holland","070",52.04548,4.2943174,"Adres"
797,2533,"Den Haag","S GRAVENHAGE;'s-Gravenhage","Den Haag","Zuid-Holland","070",52.0523718,4.28726,"Adres"
798,2541,"Den Haag","S GRAVENHAGE;'s-Gravenhage","Den Haag","Zuid-Holland","070",52.0433108,4.2809869,"Adres"
799,2542,"Den Haag","S GRAVENHAGE;'s-Gravenhage","Den Haag","Zuid-Holland","070",52.0383843,4.2704843,"Adres"
800,2543,"Den Haag","S GRAVENHAGE;'s-Gravenhage","Den Haag","Zuid-Holland","070",52.0413737,4.2612031,"Adres"
801,2544,"Den Haag","S GRAVENHAGE;'s-Gravenhage","Den Haag","Zuid-Holland","070",52.0379392,4.2460684,"Adres"
802,2545,"Den Haag","S GRAVENHAGE;'s-Gravenhage","Den Haag","Zuid-Holland","070",52.0516968,4.269286,"Adres"
803,2546,"Den Haag","S GRAVENHAGE;'s-Gravenhage","Den Haag","Zuid-Holland","070",52.0575478,4.2726238,"Adres"
804,2547,"Den Haag","S GRAVENHAGE;'s-Gravenhage","Den Haag","Zuid-Holland","070",52.062372,4.2676802,"Adres"
805,2548,"Den Haag","S GRAVENHAGE;'s-Gravenhage","Den Haag","Zuid-Holland","070",52.0310257,4.2904563,"Adres"
806,2551,"Den Haag","S GRAVENHAGE;'s-Gravenhage","Den Haag","Zuid-Holland","070",52.0595187,4.2363825,"Adres"
807,2552,"Den Haag","S GRAVENHAGE;'s-Gravenhage","Den Haag","Zuid-Holland","070",52.0537747,4.2484934,"Adres"
808,2553,"Den Haag","S GRAVENHAGE;'s-Gravenhage","Den Haag","Zuid-Holland","070",52.0468992,4.2182285,"Adres"
809,2554,"Den Haag","S GRAVENHAGE;'s-Gravenhage","Den Haag","Zuid-Holland","070",52.06928,4.2232578,"Adres"
810,2555,"Den Haag","S GRAVENHAGE;'s-Gravenhage","Den Haag","Zuid-Holland","070",52.0660605,4.2390061,"Adres"
811,2561,"Den Haag","S GRAVENHAGE;'s-Gravenhage","Den Haag","Zuid-Holland","070",52.0784917,4.2807301,"Adres"
812,2562,"Den Haag","S GRAVENHAGE;'s-Gravenhage","Den Haag","Zuid-Holland","070",52.0751033,4.2826458,"Adres"
813,2563,"Den Haag","S GRAVENHAGE;'s-Gravenhage","Den Haag","Zuid-Holland","070",52.0702918,4.2688992,"Adres"
814,2564,"Den Haag","S GRAVENHAGE;'s-Gravenhage","Den Haag","Zuid-Holland","070",52.0680022,4.2587971,"Adres"
815,2565,"Den Haag","S GRAVENHAGE;'s-Gravenhage","Den Haag","Zuid-Holland","070",52.0759228,4.2600138,"Adres"
816,2566,"Den Haag","S GRAVENHAGE;'s-Gravenhage","Den Haag","Zuid-Holland","070",52.081437,4.2543591,"Adres"
817,2571,"Den Haag","S GRAVENHAGE;'s-Gravenhage","Den Haag","Zuid-Holland","070",52.0689576,4.2873864,"Adres"
818,2572,"Den Haag","S GRAVENHAGE;'s-Gravenhage","Den Haag","Zuid-Holland","070",52.0640732,4.2939462,"Adres"
819,2573,"Den Haag","S GRAVENHAGE;'s-Gravenhage","Den Haag","Zuid-Holland","070",52.0644259,4.2842477,"Adres"
820,2574,"Den Haag","S GRAVENHAGE;'s-Gravenhage","Den Haag","Zuid-Holland","070",52.0639713,4.278489,"Adres"
821,2581,"Den Haag","S GRAVENHAGE;'s-Gravenhage","Den Haag","Zuid-Holland","070",52.0921637,4.2698284,"Adres"
822,2582,"Den Haag","S GRAVENHAGE;'s-Gravenhage","Den Haag","Zuid-Holland","070",52.0939393,4.2757952,"Adres"
823,2583,"Den Haag","S GRAVENHAGE;'s-Gravenhage","Den Haag","Zuid-Holland","070",52.090738,4.2541606,"Adres"
824,2584,"Den Haag","S GRAVENHAGE;'s-Gravenhage","Den Haag","Zuid-Holland","070",52.1023763,4.2811649,"Adres"
825,2585,"Den Haag","S GRAVENHAGE;'s-Gravenhage","Den Haag","Zuid-Holland","070",52.0943777,4.3002696,"Adres"
826,2586,"Den Haag","S GRAVENHAGE;'s-Gravenhage","Den Haag","Zuid-Holland","070",52.1096695,4.2814776,"Adres"
827,2587,"Den Haag","S GRAVENHAGE;'s-Gravenhage","Den Haag","Zuid-Holland","070",52.1118404,4.2948375,"Adres"
828,2591,"Den Haag","S GRAVENHAGE;'s-Gravenhage","Den Haag","Zuid-Holland","070",52.0907388,4.3632065,"Adres"
829,2592,"Den Haag","S GRAVENHAGE;'s-Gravenhage","Den Haag","Zuid-Holland","070",52.0912173,4.3502495,"Adres"
830,2593,"Den Haag","S GRAVENHAGE;'s-Gravenhage","Den Haag","Zuid-Holland","070",52.0861751,4.3429446,"Adres"
831,2594,"Den Haag","S GRAVENHAGE;'s-Gravenhage","Den Haag","Zuid-Holland","070",52.0942158,4.3409469,"Adres"
832,2595,"Den Haag","S GRAVENHAGE;'s-Gravenhage","Den Haag","Zuid-Holland","070",52.0812517,4.332406,"Adres"
833,2596,"Den Haag","S GRAVENHAGE;'s-Gravenhage","Den Haag","Zuid-Holland","070",52.0936681,4.3196925,"Adres"
834,2597,"Den Haag","S GRAVENHAGE;'s-Gravenhage","Den Haag","Zuid-Holland","070",52.1097515,4.315684,"Adres"
835,2600,"Delft","","Delft","Zuid-Holland","015",52.0111076,4.3566778,"Adres + Postbus"
836,2601,"Delft","","Delft","Zuid-Holland","015",52.0111076,4.3566778,"Postbus"
837,2611,"Delft","","Delft","Zuid-Holland","015",52.0125913,4.3590515,"Adres"
838,2612,"Delft","","Delft","Zuid-Holland","015",52.0190058,4.3649355,"Adres"
839,2613,"Delft","","Delft","Zuid-Holland","015",52.0116901,4.3475376,"Adres"
840,2614,"Delft","","Delft","Zuid-Holland","015",52.0095284,4.3342058,"Adres"
841,2616,"Delft","","Delft","Zuid-Holland","015",52.0171476,4.3792724,"Adres"
842,2622,"Delft","","Delft","Zuid-Holland","015",51.9814255,4.3411751,"Adres"
843,2623,"Delft","","Delft","Zuid-Holland","015",51.9846053,4.3627732,"Adres"
844,2624,"Delft","","Delft","Zuid-Holland","015",51.991495,4.3557381,"Adres"
845,2625,"Delft","","Delft","Zuid-Holland","015",51.9922092,4.33637,"Adres"
846,2626,"Delft","","Delft","Zuid-Holland","015",51.9751995,4.3661635,"Adres"
847,2627,"Delft","","Delft","Zuid-Holland","015",51.9842464,4.3724582,"Adres"
848,2628,"Delft","","Delft","Zuid-Holland","015",52.0013243,4.3767752,"Adres"
849,2629,"Delft","","Delft","Zuid-Holland","015",51.9850245,4.3871967,"Adres"
850,2630,"Nootdorp","","Pijnacker-Nootdorp","Zuid-Holland","015",52.0457064,4.4729491,"Postbus"
851,2631,"Nootdorp","","Pijnacker-Nootdorp","Zuid-Holland","015",52.039803,4.4121456,"Adres"
852,2632,"Nootdorp","","Pijnacker-Nootdorp","Zuid-Holland","015",52.0479345,4.3898329,"Adres"
853,2635,"Den Hoorn","","Midden-Delfland","Zuid-Holland","015",51.9995814,4.3301033,"Adres"
854,2636,"Schipluiden","","Midden-Delfland","Zuid-Holland","015",51.975149,4.3201488,"Adres + Postbus"
855,2640,"Pijnacker","PYNACKER","Pijnacker-Nootdorp","Zuid-Holland","015",52.003371,4.4346532,"Postbus"
856,2641,"Pijnacker","PYNACKER","Pijnacker-Nootdorp","Zuid-Holland","015",52.0282796,4.436355,"Adres"
857,2642,"Pijnacker","PYNACKER","Pijnacker-Nootdorp","Zuid-Holland","015",52.0092089,4.4495773,"Adres"
858,2643,"Pijnacker","PYNACKER","Pijnacker-Nootdorp","Zuid-Holland","015",52.0028001,4.4436686,"Adres"
859,2645,"Delfgauw","","Pijnacker-Nootdorp","Zuid-Holland","015",52.0091941,4.3967708,"Adres"
860,2650,"Berkel en Rodenrijs","BERKEL EN RODENRYS","Lansingerland","Zuid-Holland","010",52.0463895,4.4876313,"Postbus"
861,2651,"Berkel en Rodenrijs","BERKEL EN RODENRYS","Lansingerland","Zuid-Holland","010",52.0162623,4.4735032,"Adres"
862,2652,"Berkel en Rodenrijs","BERKEL EN RODENRYS","Lansingerland","Zuid-Holland","010",51.9979283,4.4672927,"Adres"
863,2660,"Bergschenhoek","","Lansingerland","Zuid-Holland","010",52.0415113,4.5039862,"Postbus"
864,2661,"Bergschenhoek","","Lansingerland","Zuid-Holland","010",51.9831471,4.5072177,"Adres"
865,2662,"Bergschenhoek","","Lansingerland","Zuid-Holland","010",51.9850209,4.4928735,"Adres"
866,2665,"Bleiswijk","BLEISWYK","Lansingerland","Zuid-Holland","010",52.0094799,4.5384196,"Adres + Postbus"
867,2670,"Naaldwijk","NAALDWYK","Westland","Zuid-Holland","0174",51.9861935,4.206201,"Postbus"
868,2671,"Naaldwijk","NAALDWYK","Westland","Zuid-Holland","0174",51.9916086,4.2065916,"Adres"
869,2672,"Naaldwijk","NAALDWYK","Westland","Zuid-Holland","0174",51.9977992,4.2188676,"Adres"
870,2673,"Naaldwijk","NAALDWYK","Westland","Zuid-Holland","0174",52.0010123,4.2031587,"Adres"
871,2675,"Honselersdijk","HONSELERSDYK","Westland","Zuid-Holland","0174",52,4.233333,"Adres + Postbus"
872,2676,"Maasdijk","","Westland","Zuid-Holland","0174",51.9593107,4.2144274,"Adres"
873,2678,"De Lier","","Westland","Zuid-Holland","0174",51.9744488,4.2511633,"Adres + Postbus"
874,2680,"Monster","","Westland","Zuid-Holland","0174",51.9861935,4.206201,"Postbus"
875,2681,"Monster","","Westland","Zuid-Holland","0174",52.0239545,4.1731144,"Adres"
876,2684,"Ter Heijde","TER HEYDE","Westland","Zuid-Holland","0174",52.0299823,4.1677757,"Adres"
877,2685,"Poeldijk","POELDYK","Westland","Zuid-Holland","0174",52.0230405,4.2187772,"Adres + Postbus"
878,2690,"'s-Gravenzande","S GRAVENZANDE","Westland","Zuid-Holland","0174",51.9861935,4.206201,"Postbus"
879,2691,"'s-Gravenzande","S GRAVENZANDE","Westland","Zuid-Holland","0174",51.9849551,4.1699834,"Adres"
880,2692,"'s-Gravenzande","S GRAVENZANDE","Westland","Zuid-Holland","0174",51.9999732,4.1576762,"Adres"
881,2693,"'s-Gravenzande","S GRAVENZANDE","Westland","Zuid-Holland","0174",51.9945318,4.1803235,"Adres"
882,2694,"'s-Gravenzande","S GRAVENZANDE","Westland","Zuid-Holland","0174",52.0070288,4.1643986,"Adres"
883,2700,"Zoetermeer","","Zoetermeer","Zuid-Holland","079",52.0383667,4.4874537,"Postbus"
884,2701,"Zoetermeer","","Zoetermeer","Zuid-Holland","079",52.0383667,4.4874537,"Postbus"
885,2702,"Zoetermeer","","Zoetermeer","Zuid-Holland","079",52.0383667,4.4874537,"Postbus"
886,2711,"Zoetermeer","","Zoetermeer","Zuid-Holland","079",52.0619937,4.4923063,"Adres"
887,2712,"Zoetermeer","","Zoetermeer","Zuid-Holland","079",52.0499353,4.4952457,"Adres"
888,2713,"Zoetermeer","","Zoetermeer","Zuid-Holland","079",52.0543248,4.4845399,"Adres"
889,2715,"Zoetermeer","","Zoetermeer","Zuid-Holland","079",52.0546943,4.474815,"Adres"
890,2716,"Zoetermeer","","Zoetermeer","Zuid-Holland","079",52.0569335,4.4507206,"Adres"
891,2717,"Zoetermeer","","Zoetermeer","Zuid-Holland","079",52.069515,4.4690508,"Adres"
892,2718,"Zoetermeer","","Zoetermeer","Zuid-Holland","079",52.039136,4.5000171,"Adres"
893,2719,"Zoetermeer","","Zoetermeer","Zuid-Holland","079",52.0456444,4.4684647,"Adres"
894,2721,"Zoetermeer","","Zoetermeer","Zuid-Holland","079",52.0534716,4.541512,"Adres"
895,2722,"Zoetermeer","","Zoetermeer","Zuid-Holland","079",52.0547166,4.5090727,"Adres"
896,2723,"Zoetermeer","","Zoetermeer","Zuid-Holland","079",52.0594964,4.5229073,"Adres"
897,2724,"Zoetermeer","","Zoetermeer","Zuid-Holland","079",52.0652707,4.5107895,"Adres"
898,2725,"Zoetermeer","","Zoetermeer","Zuid-Holland","079",52.0866321,4.507733,"Adres"
899,2726,"Zoetermeer","","Zoetermeer","Zuid-Holland","079",52.0673948,4.4899179,"Adres"
900,2727,"Zoetermeer","","Zoetermeer","Zuid-Holland","079",52.0719299,4.5102405,"Adres"
901,2728,"Zoetermeer","","Zoetermeer","Zuid-Holland","079",52.0768352,4.5208371,"Adres"
902,2729,"Zoetermeer","","Zoetermeer","Zuid-Holland","079",52.0642748,4.5367495,"Adres"
903,2730,"Benthuizen","","Rijnwoude","Zuid-Holland","079",52.0751101,4.5445181,"Postbus"
904,2731,"Benthuizen","","Rijnwoude","Zuid-Holland","079",52.0766777,4.5430066,"Adres"
905,2735,"Gelderswoude","","Zoeterwoude","Zuid-Holland","079",52.0909366,4.5310052,"Adres"
906,2740,"Waddinxveen","","Waddinxveen","Zuid-Holland","0182",52.0431934,4.6579012,"Adres + Postbus"
907,2741,"Waddinxveen","","Waddinxveen","Zuid-Holland","0182",52.0408702,4.6603398,"Adres"
908,2742,"Waddinxveen","","Waddinxveen","Zuid-Holland","0182",52.0424048,4.6213579,"Adres"
909,2743,"Waddinxveen","","Waddinxveen","Zuid-Holland","0182",52.0352383,4.6348713,"Adres"
910,2750,"Moerkapelle","","Zuidplas","Zuid-Holland","079",52.0734433,4.6593099,"Postbus"
911,2751,"Moerkapelle","","Zuidplas","Zuid-Holland","079",52.0544767,4.584142,"Adres"
912,2752,"Moerkapelle","","Zuidplas","Zuid-Holland","079",52.0402845,4.5736313,"Adres"
913,2760,"Zevenhuizen","","Zuidplas","Zuid-Holland","0180",52.0091493,4.5671016,"Postbus"
914,2761,"Zevenhuizen","","Zuidplas","Zuid-Holland","0180",52.0116076,4.5876983,"Adres"
915,2770,"Boskoop","","Boskoop","Zuid-Holland","0172",52.0704702,4.6374051,"Postbus"
916,2771,"Boskoop","","Boskoop","Zuid-Holland","0172",52.0742845,4.6584762,"Adres"
